"node_info","tianfu_property","zhuangbei_property","zhenbao_name","tianfu","zhenbao_lvl"
"探险属性提升4%。马远道装备时探险属性提升4%。在码头负责6小时以上的工作时，随机获得20份资源。","探险属性提升4%。","探险属性提升4%。在码头负责6小时以上的工作时，随机获得20份资源。","邮包","天赋：补给","初始"
"探险属性提升6%。马远道装备时探险属性提升6%。在码头负责6小时以上的工作时，随机获得30份资源。","探险属性提升6%。","探险属性提升6%。在码头负责6小时以上的工作时，随机获得30份资源。","邮包","天赋：补给","20"
"探险属性提升8%。马远道装备时探险属性提升8%。在码头负责6小时以上的工作时，随机获得40份资源。","探险属性提升8%。","探险属性提升8%。在码头负责6小时以上的工作时，随机获得40份资源。","邮包","天赋：补给","30"
"探险属性提升10%。马远道装备时探险属性提升10%。在码头负责6小时以上的工作时，随机获得50份资源。","探险属性提升10%。","探险属性提升10%。在码头负责6小时以上的工作时，随机获得50份资源。","邮包","天赋：补给","40"
"探险属性提升4%。张山归装备时探险属性提升4%。探索新区域时，所需铜钱-5%，且所需工人-2。","探险属性提升4%。","探险属性提升4%。探索新区域时，所需铜钱-5%，且所需工人-2。","骑驴竹简","天赋：诗行","初始"
"探险属性提升6%。张山归装备时探险属性提升6%。探索新区域时，所需铜钱-7%，且所需工人-3。","探险属性提升6%。","探险属性提升6%。探索新区域时，所需铜钱-7%，且所需工人-3。","骑驴竹简","天赋：诗行","20"
"探险属性提升8%。张山归装备时探险属性提升8%。探索新区域时，所需铜钱-10%，且所需工人-4。","探险属性提升8%。","探险属性提升8%。探索新区域时，所需铜钱-10%，且所需工人-4。","骑驴竹简","天赋：诗行","30"
"探险属性提升10%。张山归装备时探险属性提升10%。探索新区域时，所需铜钱-15%，且所需工人-5。","探险属性提升10%。","探险属性提升10%。探索新区域时，所需铜钱-15%，且所需工人-5。","骑驴竹简","天赋：诗行","40"
"农牧属性提升4%。余妙年装备时农牧属性提升4%。在蟹塘负责1小时以上的工作时，有6%的几率额外获得1个珍贵螃蜞。","农牧属性提升4%。","农牧属性提升4%。在蟹塘负责1小时以上的工作时，有6%的几率额外获得1个珍贵螃蜞。","荷叶玉佩","天赋：捕蟹","初始"
"农牧属性提升6%。余妙年装备时农牧属性提升6%。在蟹塘负责1小时以上的工作时，有9%的几率额外获得1个珍贵螃蜞。","农牧属性提升6%。","农牧属性提升6%。在蟹塘负责1小时以上的工作时，有9%的几率额外获得1个珍贵螃蜞。","荷叶玉佩","天赋：捕蟹","20"
"农牧属性提升8%。余妙年装备时农牧属性提升8%。在蟹塘负责1小时以上的工作时，有12%的几率额外获得1个珍贵螃蜞。","农牧属性提升8%。","农牧属性提升8%。在蟹塘负责1小时以上的工作时，有12%的几率额外获得1个珍贵螃蜞。","荷叶玉佩","天赋：捕蟹","30"
"农牧属性提升10%。余妙年装备时农牧属性提升10%。在蟹塘负责1小时以上的工作时，有15%的几率额外获得1个珍贵螃蜞。","农牧属性提升10%。","农牧属性提升10%。在蟹塘负责1小时以上的工作时，有15%的几率额外获得1个珍贵螃蜞。","荷叶玉佩","天赋：捕蟹","40"
"探险属性提升4%。乔溪午装备时探险属性提升4%。在川沙堡的抵御怪物中负责任意工作时，所需工人-2。","探险属性提升4%。","探险属性提升4%。在川沙堡的抵御怪物中负责任意工作时，所需工人-2。","镇妖宝塔","天赋：镇恶","初始"
"探险属性提升6%。乔溪午装备时探险属性提升6%。在川沙堡的抵御怪物中负责任意工作时，所需工人-3。","探险属性提升6%。","探险属性提升6%。在川沙堡的抵御怪物中负责任意工作时，所需工人-3。","镇妖宝塔","天赋：镇恶","20"
"探险属性提升8%。乔溪午装备时探险属性提升8%。在川沙堡的抵御怪物中负责任意工作时，所需工人-4。","探险属性提升8%。","探险属性提升8%。在川沙堡的抵御怪物中负责任意工作时，所需工人-4。","镇妖宝塔","天赋：镇恶","30"
"探险属性提升10%。乔溪午装备时探险属性提升10%。在川沙堡的抵御怪物中负责任意工作时，无需额外工人。","探险属性提升10%。","探险属性提升10%。在川沙堡的抵御怪物中负责任意工作时，无需额外工人。","镇妖宝塔","天赋：镇恶","40"
"农牧属性提升4%。涂南山装备时农牧属性提升4%。在城市中负责1小时以上的农牧或建造工作时，所需工人-2。","农牧属性提升4%。","农牧属性提升4%。在城市中负责1小时以上的农牧或建造工作时，所需工人-2。","卧儿兔","天赋：灵狐","初始"
"农牧属性提升6%。涂南山装备时农牧属性提升6%。在城市中负责1小时以上的农牧或建造工作时，所需工人-3。","农牧属性提升6%。","农牧属性提升6%。在城市中负责1小时以上的农牧或建造工作时，所需工人-3。","卧儿兔","天赋：灵狐","20"
"农牧属性提升8%。涂南山装备时农牧属性提升8%。在城市中负责1小时以上的农牧或建造工作时，所需工人-4。","农牧属性提升8%。","农牧属性提升8%。在城市中负责1小时以上的农牧或建造工作时，所需工人-4。","卧儿兔","天赋：灵狐","30"
"农牧属性提升10%。涂南山装备时农牧属性提升10%。在城市中负责1小时以上的农牧或建造工作时，所需工人-5。","农牧属性提升10%。","农牧属性提升10%。在城市中负责1小时以上的农牧或建造工作时，所需工人-5。","卧儿兔","天赋：灵狐","40"
"建造属性提升4%。乔沐装备时建造属性提升4%。负责建造工作时，所需工人-2。","建造属性提升4%。","建造属性提升4%。负责建造工作时，所需工人-2。","千年枫木","天赋：草木","初始"
"建造属性提升6%。乔沐装备时","建造属性提升6%。","","千年枫木","天赋：草木","20"
"建造属性提升8%。乔沐装备时","建造属性提升8%。","","千年枫木","天赋：草木","30"
"建造属性提升10%。乔沐装备时建造属性提升10%。负责建造工作时，无需额外工人。","建造属性提升10%。","建造属性提升10%。负责建造工作时，无需额外工人。","千年枫木","天赋：草木","40"
"制作属性提升4%。冯令吉装备时制作属性提升4%。负责生产资源时，所需的原材料减少8%，但负责任意工作所需的工人+1。","制作属性提升4%。","制作属性提升4%。负责生产资源时，所需的原材料减少8%，但负责任意工作所需的工人+1。","不言纸扇","天赋：平衡","初始"
"制作属性提升6%。冯令吉装备时制作属性提升6%。负责生产资源时，所需的原材料减少12%，但负责任意工作所需的工人+1。","制作属性提升6%。","制作属性提升6%。负责生产资源时，所需的原材料减少12%，但负责任意工作所需的工人+1。","不言纸扇","天赋：平衡","20"
"制作属性提升8%。冯令吉装备时制作属性提升8%。负责生产资源时，所需的原材料减少16%，但负责任意工作所需的工人+1。","制作属性提升8%。","制作属性提升8%。负责生产资源时，所需的原材料减少16%，但负责任意工作所需的工人+1。","不言纸扇","天赋：平衡","30"
"制作属性提升10%。冯令吉装备时制作属性提升10%。负责生产资源时，所需的原材料减少20%，但负责任意工作所需的工人+1。","制作属性提升10%。","制作属性提升10%。负责生产资源时，所需的原材料减少20%，但负责任意工作所需的工人+1。","不言纸扇","天赋：平衡","40"
"建造属性提升4%。令风来装备时建造属性提升4%。负责打造、升级家具时，立即完成5%的进度。","建造属性提升4%。","建造属性提升4%。负责打造、升级家具时，立即完成5%的进度。","太平羯鼓","天赋：鼓舞","初始"
"建造属性提升6%。令风来装备时建造属性提升6%。负责打造、升级家具时，立即完成8%的进度。","建造属性提升6%。","建造属性提升6%。负责打造、升级家具时，立即完成8%的进度。","太平羯鼓","天赋：鼓舞","20"
"建造属性提升8%。令风来装备时建造属性提升8%。负责打造、升级家具时，立即完成12%的进度。","建造属性提升8%。","建造属性提升8%。负责打造、升级家具时，立即完成12%的进度。","太平羯鼓","天赋：鼓舞","30"
"建造属性提升10%。令风来装备时建造属性提升10%。负责打造、升级家具时，立即完成15%的进度。","建造属性提升10%。","建造属性提升10%。负责打造、升级家具时，立即完成15%的进度。","太平羯鼓","天赋：鼓舞","40"
"建造属性提升4%。万千山装备时建造属性提升4%。更容易吸引男性一同工作。","建造属性提升4%。","建造属性提升4%。更容易吸引男性一同工作。","白杆长矛","天赋：矛令","初始"
"建造属性提升6%。万千山装备时建造属性提升6%。更容易吸引男性一同工作。","建造属性提升6%。","建造属性提升6%。更容易吸引男性一同工作。","白杆长矛","天赋：矛令","20"
"建造属性提升8%。万千山装备时建造属性提升8%。更容易吸引男性一同工作。","建造属性提升8%。","建造属性提升8%。更容易吸引男性一同工作。","白杆长矛","天赋：矛令","30"
"建造属性提升10%。万千山装备时建造属性提升10%。更容易吸引男性一同工作。","建造属性提升10%。","建造属性提升10%。更容易吸引男性一同工作。","白杆长矛","天赋：矛令","40"
"农牧属性提升4%。杨婳装备时农牧属性提升4%。负责农牧工作时，所需工人-2。","农牧属性提升4%。","农牧属性提升4%。负责农牧工作时，所需工人-2。","雁字回时","天赋：乘风","初始"
"农牧属性提升6%。杨婳装备时农牧属性提升6%。负责农牧工作时，所需工人-3。","农牧属性提升6%。","农牧属性提升6%。负责农牧工作时，所需工人-3。","雁字回时","天赋：乘风","20"
"农牧属性提升8%。杨婳装备时农牧属性提升8%。负责农牧工作时，所需工人-4。","农牧属性提升8%。","农牧属性提升8%。负责农牧工作时，所需工人-4。","雁字回时","天赋：乘风","30"
"农牧属性提升10%。杨婳装备时农牧属性提升10%。负责农牧工作时，无需额外工人。","农牧属性提升10%。","农牧属性提升10%。负责农牧工作时，无需额外工人。","雁字回时","天赋：乘风","40"
"探险属性提升4%。李星罗装备时探险属性提升4%。在桃花村建造建筑时，所需资源减少6%，体力消耗减少5%。","探险属性提升4%。","探险属性提升4%。在桃花村建造建筑时，所需资源减少6%，体力消耗减少5%。","星罗棋谱","天赋：棋谋","初始"
"探险属性提升6%。李星罗装备时探险属性提升6%。在桃花村建造建筑时，所需资源减少8%，体力消耗减少10%。","探险属性提升6%。","探险属性提升6%。在桃花村建造建筑时，所需资源减少8%，体力消耗减少10%。","星罗棋谱","天赋：棋谋","20"
"探险属性提升8%李星罗装备时探险属性提升8%。在桃花村建造建筑时，所需资源减少10%，体力消耗减少15%。","探险属性提升8%","探险属性提升8%。在桃花村建造建筑时，所需资源减少10%，体力消耗减少15%。","星罗棋谱","天赋：棋谋","30"
"探险属性提升10%李星罗装备时探险属性提升10%。在桃花村建造建筑时，所需资源减少12%，体力消耗减少20%。","探险属性提升10%","探险属性提升10%。在桃花村建造建筑时，所需资源减少12%，体力消耗减少20%。","星罗棋谱","天赋：棋谋","40"
"建造属性提升4%。顾小九装备时建造属性提升4%。负责打造、升级家具时，立即完成5%的进度。","建造属性提升4%。","建造属性提升4%。负责打造、升级家具时，立即完成5%的进度。","九连环","天赋：巧思","初始"
"建造属性提升6%。顾小九装备时建造属性提升6%。负责打造、升级家具时，立即完成8%的进度。","建造属性提升6%。","建造属性提升6%。负责打造、升级家具时，立即完成8%的进度。","九连环","天赋：巧思","20"
"建造属性提升8%。顾小九装备时建造属性提升8%。负责打造、升级家具时，立即完成12%的进度。","建造属性提升8%。","建造属性提升8%。负责打造、升级家具时，立即完成12%的进度。","九连环","天赋：巧思","30"
"建造属性提升10%。顾小九装备时建造属性提升10%。负责打造、升级家具时，立即完成15%的进度。","建造属性提升10%。","建造属性提升10%。负责打造、升级家具时，立即完成15%的进度。","九连环","天赋：巧思","40"
"理财属性提升4%。王扶危装备时理财属性提升4%。参与徽商经营或者漕运中的交付资源工作时，立即完成5%进度。","理财属性提升4%。","理财属性提升4%。参与徽商经营或者漕运中的交付资源工作时，立即完成5%进度。","达摩剑","天赋：神锋","初始"
"理财属性提升6%。王扶危装备时理财属性提升6%。参与徽商经营或者漕运中的交付资源工作时，立即完成10%进度。","理财属性提升6%。","理财属性提升6%。参与徽商经营或者漕运中的交付资源工作时，立即完成10%进度。","达摩剑","天赋：神锋","20"
"理财属性提升8%。王扶危装备时理财属性提升8%。参与徽商经营或者漕运中的交付资源工作时，立即完成15%进度。","理财属性提升8%。","理财属性提升8%。参与徽商经营或者漕运中的交付资源工作时，立即完成15%进度。","达摩剑","天赋：神锋","30"
"理财属性提升10%。王扶危装备时理财属性提升10%。参与徽商经营或者漕运中的交付资源工作时，立即完成20%进度。","理财属性提升10%。","理财属性提升10%。参与徽商经营或者漕运中的交付资源工作时，立即完成20%进度。","达摩剑","天赋：神锋","40"
"理财属性提升4%。柳笑翁装备时理财属性提升4%，在商业建筑中工作时，铜钱收入提升10%。","理财属性提升4%。","理财属性提升4%，在商业建筑中工作时，铜钱收入提升10%。","油彩盒","天赋：彩绘","初始"
"理财属性提升6%。柳笑翁装备时理财属性提升6%，在商业建筑中工作时，铜钱收入提升20%。","理财属性提升6%。","理财属性提升6%，在商业建筑中工作时，铜钱收入提升20%。","油彩盒","天赋：彩绘","20"
"理财属性提升8%。柳笑翁装备时理财属性提升8%，在商业建筑中工作时，铜钱收入提升30%。","理财属性提升8%。","理财属性提升8%，在商业建筑中工作时，铜钱收入提升30%。","油彩盒","天赋：彩绘","30"
"理财属性提升10%。柳笑翁装备时理财属性提升10%，在商业建筑中工作时，铜钱收入提升40%。","理财属性提升10%。","理财属性提升10%，在商业建筑中工作时，铜钱收入提升40%。","油彩盒","天赋：彩绘","40"
"制作属性提升4%。叶闻灯装备时制作属性提升4%。负责制作工作时，除菜肴外其他所有资源花费减少5%。","制作属性提升4%。","制作属性提升4%。负责制作工作时，除菜肴外其他所有资源花费减少5%。","兔子花灯","天赋：节庆","初始"
"制作属性提升6%。叶闻灯装备时制作属性提升6%。负责制作工作时，除菜肴外其他所有资源花费减少10%。","制作属性提升6%。","制作属性提升6%。负责制作工作时，除菜肴外其他所有资源花费减少10%。","兔子花灯","天赋：节庆","20"
"制作属性提升8%。叶闻灯装备时制作属性提升8%。负责制作工作时，除菜肴外其他所有资源花费减少15%。","制作属性提升8%。","制作属性提升8%。负责制作工作时，除菜肴外其他所有资源花费减少15%。","兔子花灯","天赋：节庆","30"
"制作属性提升10%。叶闻灯装备时制作属性提升10%。负责制作工作时，除菜肴外其他所有资源花费减少20%。","制作属性提升10%。","制作属性提升10%。负责制作工作时，除菜肴外其他所有资源花费减少20%。","兔子花灯","天赋：节庆","40"
"农牧属性提升4%。凤扬装备时农牧属性提升4%。负责农牧工作时，立即完成10%的进度。","农牧属性提升4%。","农牧属性提升4%。负责农牧工作时，立即完成10%的进度。","凤阳花鼓","天赋：鼓点","初始"
"农牧属性提升6%。凤扬装备时农牧属性提升6%。负责农牧工作时，立即完成15%的进度。","农牧属性提升6%。","农牧属性提升6%。负责农牧工作时，立即完成15%的进度。","凤阳花鼓","天赋：鼓点","20"
"农牧属性提升8%。凤扬装备时农牧属性提升8%。负责农牧工作时，立即完成20%的进度。","农牧属性提升8%。","农牧属性提升8%。负责农牧工作时，立即完成20%的进度。","凤阳花鼓","天赋：鼓点","30"
"农牧属性提升10%。凤扬装备时农牧属性提升10%。负责农牧工作时，立即完成25%的进度。","农牧属性提升10%。","农牧属性提升10%。负责农牧工作时，立即完成25%的进度。","凤阳花鼓","天赋：鼓点","40"
"建造属性提升4%。秦挽铮装备时建造属性提升4%。负责打造、升级家具时，立即完成5%的进度。","建造属性提升4%。","建造属性提升4%。负责打造、升级家具时，立即完成5%的进度。","惊涛铜琶","天赋：弹拨","初始"
"秦挽铮装备时","","","惊涛铜琶","天赋：弹拨","20"
"秦挽铮装备时","","","惊涛铜琶","天赋：弹拨","30"
"建造属性提升10%。秦挽铮装备时建造属性提升10%。负责打造、升级家具时，立即完成15%的进度。","建造属性提升10%。","建造属性提升10%。负责打造、升级家具时，立即完成15%的进度。","惊涛铜琶","天赋：弹拨","40"
"制作属性提升4%。秦奚装备时制作属性提升4%。负责1小时以上的制作工作时，额外获得20份随机资源。","制作属性提升4%。","制作属性提升4%。负责1小时以上的制作工作时，额外获得20份随机资源。","清音胡琴","天赋：二弦","初始"
"制作属性提升6%。秦奚装备时制作属性提升6%。负责1小时以上的制作工作时，额外获得30份随机资源。","制作属性提升6%。","制作属性提升6%。负责1小时以上的制作工作时，额外获得30份随机资源。","清音胡琴","天赋：二弦","20"
"制作属性提升8%。秦奚装备时制作属性提升8%。负责1小时以上的制作工作时，额外获得40份随机资源。","制作属性提升8%。","制作属性提升8%。负责1小时以上的制作工作时，额外获得40份随机资源。","清音胡琴","天赋：二弦","30"
"制作属性提升10%。秦奚装备时制作属性提升10%。负责1小时以上的制作工作时，额外获得50份随机资源。","制作属性提升10%。","制作属性提升10%。负责1小时以上的制作工作时，额外获得50份随机资源。","清音胡琴","天赋：二弦","40"
"建造属性提升4%。公子礼装备时建造属性提升4%。负责建造/升级生产建筑时，立即完成10%的进度。","建造属性提升4%。","建造属性提升4%。负责建造/升级生产建筑时，立即完成10%的进度。","飞星编钟","天赋：鸣奏","初始"
"建造属性提升6%。公子礼装备时建造属性提升6%。负责建造/升级生产建筑时，立即完成15%的进度。","建造属性提升6%。","建造属性提升6%。负责建造/升级生产建筑时，立即完成15%的进度。","飞星编钟","天赋：鸣奏","20"
"建造属性提升8%。公子礼装备时建造属性提升8%。负责建造/升级生产建筑时，立即完成20%的进度。","建造属性提升8%。","建造属性提升8%。负责建造/升级生产建筑时，立即完成20%的进度。","飞星编钟","天赋：鸣奏","30"
"建造属性提升10%。公子礼装备时建造属性提升10%。负责建造/升级生产建筑时，立即完成25%的进度。","建造属性提升10%。","建造属性提升10%。负责建造/升级生产建筑时，立即完成25%的进度。","飞星编钟","天赋：鸣奏","40"
"制作属性提升4%。兰心娴装备时制作属性提升4%。在琥珀酒坊工作时，所需酒曲减少10%。","制作属性提升4%。","制作属性提升4%。在琥珀酒坊工作时，所需酒曲减少10%。","花雕酒坛","天赋：陈酿","初始"
"制作属性提升6%。兰心娴装备时制作属性提升6%。在琥珀酒坊工作时，所需酒曲减少20%。","制作属性提升6%。","制作属性提升6%。在琥珀酒坊工作时，所需酒曲减少20%。","花雕酒坛","天赋：陈酿","20"
"制作属性提升8%。兰心娴装备时制作属性提升8%。在琥珀酒坊工作时，所需酒曲减少30%。","制作属性提升8%。","制作属性提升8%。在琥珀酒坊工作时，所需酒曲减少30%。","花雕酒坛","天赋：陈酿","30"
"制作属性提升10%。兰心娴装备时制作属性提升10%。在琥珀酒坊工作时，所需酒曲减少50%。","制作属性提升10%。","制作属性提升10%。在琥珀酒坊工作时，所需酒曲减少50%。","花雕酒坛","天赋：陈酿","40"
"农牧属性提升4%。金魏装备时农牧属性提升4%。负责农牧工作时，立即完成15%的进度。","农牧属性提升4%。","农牧属性提升4%。负责农牧工作时，立即完成15%的进度。","木雕小猫","天赋：唯一","初始"
"农牧属性提升6%。金魏装备时农牧属性提升6%。负责农牧工作时，立即完成25%的进度。","农牧属性提升6%。","农牧属性提升6%。负责农牧工作时，立即完成25%的进度。","木雕小猫","天赋：唯一","20"
"农牧属性提升8%。金魏装备时农牧属性提升8%。负责农牧工作时，立即完成35%的进度。","农牧属性提升8%。","农牧属性提升8%。负责农牧工作时，立即完成35%的进度。","木雕小猫","天赋：唯一","30"
"农牧属性提升10%。金魏装备时农牧属性提升10%。负责农牧工作时，立即完成50%的进度。","农牧属性提升10%。","农牧属性提升10%。负责农牧工作时，立即完成50%的进度。","木雕小猫","天赋：唯一","40"
"制作属性提升4%。孟余装备时制作属性提升4%。负责制作工作时，额外获得20%的产品。","制作属性提升4%。","制作属性提升4%。负责制作工作时，额外获得20%的产品。","陶鼎","天赋：沸腾","初始"
"制作属性提升6%。孟余装备时制作属性提升6%。负责制作工作时，额外获得40%的产品。","制作属性提升6%。","制作属性提升6%。负责制作工作时，额外获得40%的产品。","陶鼎","天赋：沸腾","20"
"制作属性提升8%。孟余装备时制作属性提升8%。负责制作工作时，额外获得60%的产品。","制作属性提升8%。","制作属性提升8%。负责制作工作时，额外获得60%的产品。","陶鼎","天赋：沸腾","30"
"制作属性提升10%。孟余装备时制作属性提升10%。负责制作工作时，额外获得80%的产品。","制作属性提升10%。","制作属性提升10%。负责制作工作时，额外获得80%的产品。","陶鼎","天赋：沸腾","40"
"制作属性提升4%。姜喜装备时制作属性提升4%。负责制作工作时，立即完成15%的进度。","制作属性提升4%。","制作属性提升4%。负责制作工作时，立即完成15%的进度。","红绸剪刀","天赋：剪彩","初始"
"制作属性提升6%。姜喜装备时制作属性提升6%。负责制作工作时，立即完成20%的进度。","制作属性提升6%。","制作属性提升6%。负责制作工作时，立即完成20%的进度。","红绸剪刀","天赋：剪彩","20"
"制作属性提升8%。姜喜装备时制作属性提升8%。负责制作工作时，立即完成25%的进度。","制作属性提升8%。","制作属性提升8%。负责制作工作时，立即完成25%的进度。","红绸剪刀","天赋：剪彩","30"
"制作属性提升10%。姜喜装备时制作属性提升10%。负责制作工作时，立即完成30%的进度。","制作属性提升10%。","制作属性提升10%。负责制作工作时，立即完成30%的进度。","红绸剪刀","天赋：剪彩","40"
"制作属性提升4%。飞花装备时制作属性提升4%。负责制作工作时，额外获得25%的产品。","制作属性提升4%。","制作属性提升4%。负责制作工作时，额外获得25%的产品。","瑶台花篮","天赋：沾衣","初始"
"制作属性提升6%。飞花装备时制作属性提升6%。负责制作工作时，额外获得35%的产品。","制作属性提升6%。","制作属性提升6%。负责制作工作时，额外获得35%的产品。","瑶台花篮","天赋：沾衣","20"
"制作属性提升8%。飞花装备时制作属性提升8%。负责制作工作时，额外获得45%的产品。","制作属性提升8%。","制作属性提升8%。负责制作工作时，额外获得45%的产品。","瑶台花篮","天赋：沾衣","30"
"制作属性提升10%。飞花装备时制作属性提升10%。负责制作工作时，额外获得60%的产品。","制作属性提升10%。","制作属性提升10%。负责制作工作时，额外获得60%的产品。","瑶台花篮","天赋：沾衣","40"
"建造属性提升4%。弥月装备时建造属性提升4%。负责建造/升级建筑时，立即完成15%的进度。","建造属性提升4%。","建造属性提升4%。负责建造/升级建筑时，立即完成15%的进度。","玉屑饭","天赋：健康","初始"
"建造属性提升6%。弥月装备时建造属性提升6%。负责建造/升级建筑时，立即完成20%的进度。","建造属性提升6%。","建造属性提升6%。负责建造/升级建筑时，立即完成20%的进度。","玉屑饭","天赋：健康","20"
"建造属性提升8%。弥月装备时建造属性提升8%。负责建造/升级建筑时，立即完成30%的进度。","建造属性提升8%。","建造属性提升8%。负责建造/升级建筑时，立即完成30%的进度。","玉屑饭","天赋：健康","30"
"建造属性提升10%。弥月装备时建造属性提升10%。负责建造/升级建筑时，立即完成40%的进度。","建造属性提升10%。","建造属性提升10%。负责建造/升级建筑时，立即完成40%的进度。","玉屑饭","天赋：健康","40"
"理财属性提升4%。泉先装备时理财属性提升4%。负责1小时以上的理财工作时，立即完成5%的进度，并额外获得1个鲛人泪。","理财属性提升4%。","理财属性提升4%。负责1小时以上的理财工作时，立即完成5%的进度，并额外获得1个鲛人泪。","鲛珠","天赋：泪痕","初始"
"理财属性提升6%。泉先装备时理财属性提升6%。负责1小时以上的理财工作时，立即完成10%的进度，并额外获得1个鲛人泪。","理财属性提升6%。","理财属性提升6%。负责1小时以上的理财工作时，立即完成10%的进度，并额外获得1个鲛人泪。","鲛珠","天赋：泪痕","20"
