"node_info","tianfu_property","zhuangbei_property","zhenbao_name","tianfu","zhenbao_lvl"
"农牧属性提升6%。鱼玄机装备时农牧属性提升6%。负责农牧工作时，额外获得20%的产品。","农牧属性提升6%。","农牧属性提升6%。负责农牧工作时，额外获得20%的产品。","梧桐子","天赋：温润","20"
"农牧属性提升8%。鱼玄机装备时农牧属性提升8%。负责农牧工作时，额外获得25%的产品。","农牧属性提升8%。","农牧属性提升8%。负责农牧工作时，额外获得25%的产品。","梧桐子","天赋：温润","30"
"农牧属性提升10%。鱼玄机装备时农牧属性提升10%。负责农牧工作时，额外获得30%的产品。","农牧属性提升10%。","农牧属性提升10%。负责农牧工作时，额外获得30%的产品。","梧桐子","天赋：温润","40"
"理财属性提升4%。嵇康装备时理财属性提升4%。负责理财工作时，收入提升20%。","理财属性提升4%。","理财属性提升4%。负责理财工作时，收入提升20%。","广陵散","天赋：止息","初始"
"理财属性提升6%。嵇康装备时理财属性提升6%。负责理财工作时，收入提升30%。","理财属性提升6%。","理财属性提升6%。负责理财工作时，收入提升30%。","广陵散","天赋：止息","20"
"理财属性提升8%。嵇康装备时理财属性提升8%。负责理财工作时，收入提升40%。","理财属性提升8%。","理财属性提升8%。负责理财工作时，收入提升40%。","广陵散","天赋：止息","30"
"理财属性提升10%。嵇康装备时理财属性提升10%。负责理财工作时，收入提升50%。","理财属性提升10%。","理财属性提升10%。负责理财工作时，收入提升50%。","广陵散","天赋：止息","40"
"探险属性提升4%。戚继光装备时探险属性提升4%。探险体力的恢复速度加快5%。","探险属性提升4%。","探险属性提升4%。探险体力的恢复速度加快5%。","虎蹲炮","天赋：轰雷","初始"
"探险属性提升6%。戚继光装备时探险属性提升6%。探险体力的恢复速度加快10%。","探险属性提升6%。","探险属性提升6%。探险体力的恢复速度加快10%。","虎蹲炮","天赋：轰雷","20"
"探险属性提升8%。戚继光装备时探险属性提升8%。探险体力的恢复速度加快15%。","探险属性提升8%。","探险属性提升8%。探险体力的恢复速度加快15%。","虎蹲炮","天赋：轰雷","30"
"探险属性提升10%。戚继光装备时探险属性提升10%。探险体力的恢复速度加快20%。","探险属性提升10%。","探险属性提升10%。探险体力的恢复速度加快20%。","虎蹲炮","天赋：轰雷","40"
"制作属性提升4%。沈度装备时制作属性提升4%。负责制作工作时，所需菜肴减少20%。","制作属性提升4%。","制作属性提升4%。负责制作工作时，所需菜肴减少20%。","永乐大钟","天赋：五绝","初始"
"制作属性提升6%。沈度装备时制作属性提升6%。负责制作工作时，所需菜肴减少30%。","制作属性提升6%。","制作属性提升6%。负责制作工作时，所需菜肴减少30%。","永乐大钟","天赋：五绝","20"
"制作属性提升8%。沈度装备时制作属性提升8%。负责制作工作时，所需菜肴减少40%。","制作属性提升8%。","制作属性提升8%。负责制作工作时，所需菜肴减少40%。","永乐大钟","天赋：五绝","30"
"制作属性提升10%。沈度装备时制作属性提升10%。负责制作工作时，所需菜肴减少50%。","制作属性提升10%。","制作属性提升10%。负责制作工作时，所需菜肴减少50%。","永乐大钟","天赋：五绝","40"
"农牧属性提升4%。朱棣装备时农牧属性提升4%。负责农牧工作时，立即完成5%的进度。","农牧属性提升4%。","农牧属性提升4%。负责农牧工作时，立即完成5%的进度。","缰绳","天赋：御马","初始"
"农牧属性提升6%。朱棣装备时农牧属性提升6%。负责农牧工作时，立即完成10%的进度。","农牧属性提升6%。","农牧属性提升6%。负责农牧工作时，立即完成10%的进度。","缰绳","天赋：御马","20"
"农牧属性提升8%。朱棣装备时农牧属性提升8%。负责农牧工作时，立即完成15%的进度。","农牧属性提升8%。","农牧属性提升8%。负责农牧工作时，立即完成15%的进度。","缰绳","天赋：御马","30"
"农牧属性提升10%。朱棣装备时农牧属性提升10%。负责农牧工作时，立即完成20%的进度。","农牧属性提升10%。","农牧属性提升10%。负责农牧工作时，立即完成20%的进度。","缰绳","天赋：御马","40"
"建造属性提升4%。展昭装备时建造属性提升4%。建造生产建筑时，立即完成10%的进度。","建造属性提升4%。","建造属性提升4%。建造生产建筑时，立即完成10%的进度。","御腰牌","天赋：御赐","初始"
"建造属性提升6%。展昭装备时建造属性提升6%。建造生产建筑时，立即完成15%的进度。","建造属性提升6%。","建造属性提升6%。建造生产建筑时，立即完成15%的进度。","御腰牌","天赋：御赐","20"
"建造属性提升8%。展昭装备时建造属性提升8%。建造生产建筑时，立即完成20%的进度。","建造属性提升8%。","建造属性提升8%。建造生产建筑时，立即完成20%的进度。","御腰牌","天赋：御赐","30"
"建造属性提升10%。展昭装备时建造属性提升10%。建造生产建筑时，立即完成25%的进度。","建造属性提升10%。","建造属性提升10%。建造生产建筑时，立即完成25%的进度。","御腰牌","天赋：御赐","40"
"制作属性提升4%。仇珠装备时制作属性提升4%，探险属性提升4%。","制作属性提升4%。","制作属性提升4%，探险属性提升4%。","螺钿盒子","天赋：五彩","初始"
"制作属性提升6%。仇珠装备时制作属性提升6%，探险属性提升6%。","制作属性提升6%。","制作属性提升6%，探险属性提升6%。","螺钿盒子","天赋：五彩","20"
"制作属性提升8%。仇珠装备时制作属性提升8%，探险属性提升8%。","制作属性提升8%。","制作属性提升8%，探险属性提升8%。","螺钿盒子","天赋：五彩","30"
"制作属性提升10%。仇珠装备时制作属性提升10%，探险属性提升10%。","制作属性提升10%。","制作属性提升10%，探险属性提升10%。","螺钿盒子","天赋：五彩","40"
"建造属性提升4%。文俶装备时建造属性提升4%，农牧属性提升4%。","建造属性提升4%。","建造属性提升4%，农牧属性提升4%。","江南春图","天赋：百景","初始"
"建造属性提升6%。文俶装备时建造属性提升6%，农牧属性提升6%。","建造属性提升6%。","建造属性提升6%，农牧属性提升6%。","江南春图","天赋：百景","20"
"建造属性提升8%。文俶装备时建造属性提升8%，农牧属性提升8%。","建造属性提升8%。","建造属性提升8%，农牧属性提升8%。","江南春图","天赋：百景","30"
"建造属性提升10%。文俶装备时建造属性提升10%，农牧属性提升10%。","建造属性提升10%。","建造属性提升10%，农牧属性提升10%。","江南春图","天赋：百景","40"
"理财属性提升4%。徐祯卿装备时理财属性提升4%。从事理财工作时，除菜肴外其他所需的原材料减少10%。","理财属性提升4%。","理财属性提升4%。从事理财工作时，除菜肴外其他所需的原材料减少10%。","铜香炉","天赋：诗冠","初始"
"理财属性提升6%。徐祯卿装备时理财属性提升6%。从事理财工作时，除菜肴外其他所需的原材料减少15%。","理财属性提升6%。","理财属性提升6%。从事理财工作时，除菜肴外其他所需的原材料减少15%。","铜香炉","天赋：诗冠","20"
"理财属性提升8%。徐祯卿装备时理财属性提升8%。从事理财工作时，除菜肴外其他所需的原材料减少20%。","理财属性提升8%。","理财属性提升8%。从事理财工作时，除菜肴外其他所需的原材料减少20%。","铜香炉","天赋：诗冠","30"
"理财属性提升10%。徐祯卿装备时理财属性提升10%。从事理财工作时，除菜肴外其他所需的原材料减少25%。","理财属性提升10%。","理财属性提升10%。从事理财工作时，除菜肴外其他所需的原材料减少25%。","铜香炉","天赋：诗冠","40"
"建造属性提升4%。奢香装备时建造属性提升4%。升级建筑时，额外获得20份菜肴。","建造属性提升4%。","建造属性提升4%。升级建筑时，额外获得20份菜肴。","彝刀","天赋：愤怒","初始"
"建造属性提升6%。奢香装备时建造属性提升6%。升级建筑时，额外获得50份菜肴。","建造属性提升6%。","建造属性提升6%。升级建筑时，额外获得50份菜肴。","彝刀","天赋：愤怒","20"
"建造属性提升8%。奢香装备时建造属性提升8%。升级建筑时，额外获得70份菜肴。","建造属性提升8%。","建造属性提升8%。升级建筑时，额外获得70份菜肴。","彝刀","天赋：愤怒","30"
"建造属性提升10%。奢香装备时建造属性提升10%。升级建筑时，额外获得90份菜肴。","建造属性提升10%。","建造属性提升10%。升级建筑时，额外获得90份菜肴。","彝刀","天赋：愤怒","40"
"建造属性提升4%。白居易装备时建造属性提升4%。建造新建筑时，立即完成15%的进度。","建造属性提升4%。","建造属性提升4%。建造新建筑时，立即完成15%的进度。","自酿酒","天赋：对酒","初始"
"建造属性提升6%。白居易装备时建造属性提升6%。建造新建筑时，立即完成20%的进度。","建造属性提升6%。","建造属性提升6%。建造新建筑时，立即完成20%的进度。","自酿酒","天赋：对酒","20"
"建造属性提升8%。白居易装备时建造属性提升8%。建造新建筑时，立即完成25%的进度。","建造属性提升8%。","建造属性提升8%。建造新建筑时，立即完成25%的进度。","自酿酒","天赋：对酒","30"
"建造属性提升10%。白居易装备时建造属性提升10%。建造新建筑时，立即完成30%的进度。","建造属性提升10%。","建造属性提升10%。建造新建筑时，立即完成30%的进度。","自酿酒","天赋：对酒","40"
"制作属性提升4%。罗素月装备时制作属性提升4%。在炼丹炉工作时，立即完成10%的进度。","制作属性提升4%。","制作属性提升4%。在炼丹炉工作时，立即完成10%的进度。","梅花枝","天赋：高洁","初始"
"制作属性提升6%。罗素月装备时制作属性提升6%。在炼丹炉工作时，立即完成15%的进度。","制作属性提升6%。","制作属性提升6%。在炼丹炉工作时，立即完成15%的进度。","梅花枝","天赋：高洁","20"
"制作属性提升8%。罗素月装备时制作属性提升8%。在炼丹炉工作时，立即完成20%的进度。","制作属性提升8%。","制作属性提升8%。在炼丹炉工作时，立即完成20%的进度。","梅花枝","天赋：高洁","30"
"制作属性提升10%。罗素月装备时制作属性提升10%。在炼丹炉工作时，立即完成25%的进度。","制作属性提升10%。","制作属性提升10%。在炼丹炉工作时，立即完成25%的进度。","梅花枝","天赋：高洁","40"
"探险属性提升4%。梁山伯装备时探险属性提升4%。探险体力的恢复速度加快5%。","探险属性提升4%。","探险属性提升4%。探险体力的恢复速度加快5%。","蝴蝶佩·左","天赋：眷恋","初始"
"探险属性提升6%。梁山伯装备时探险属性提升6%。探险体力的恢复速度加快10%。","探险属性提升6%。","探险属性提升6%。探险体力的恢复速度加快10%。","蝴蝶佩·左","天赋：眷恋","20"
"探险属性提升8%。梁山伯装备时探险属性提升8%。探险体力的恢复速度加快15%。","探险属性提升8%。","探险属性提升8%。探险体力的恢复速度加快15%。","蝴蝶佩·左","天赋：眷恋","30"
"探险属性提升10%。梁山伯装备时探险属性提升10%。探险体力的恢复速度加快20%。","探险属性提升10%。","探险属性提升10%。探险体力的恢复速度加快20%。","蝴蝶佩·左","天赋：眷恋","40"
"理财属性提升4%。祝英台装备时理财属性提升4%。在寿材店工作时，立即完成5%的进度。","理财属性提升4%。","理财属性提升4%。在寿材店工作时，立即完成5%的进度。","蝴蝶佩·右","天赋：相思","初始"
"理财属性提升6%。祝英台装备时理财属性提升6%。在寿材店工作时，立即完成10%的进度。","理财属性提升6%。","理财属性提升6%。在寿材店工作时，立即完成10%的进度。","蝴蝶佩·右","天赋：相思","20"
"理财属性提升8%。祝英台装备时理财属性提升8%。在寿材店工作时，立即完成15%的进度。","理财属性提升8%。","理财属性提升8%。在寿材店工作时，立即完成15%的进度。","蝴蝶佩·右","天赋：相思","30"
"理财属性提升10%。祝英台装备时理财属性提升10%。在寿材店工作时，立即完成20%的进度。","理财属性提升10%。","理财属性提升10%。在寿材店工作时，立即完成20%的进度。","蝴蝶佩·右","天赋：相思","40"
"农牧 属性提升4% 。马蓬瀛装备时农牧 属性提升4% 。负责农业 工作时，额外获得10% 的产品。","农牧 属性提升4% 。","农牧 属性提升4% 。负责农业 工作时，额外获得10% 的产品。","北斗挂坠","天赋：天罡","初始"
"农牧 属性提升6% 。马蓬瀛装备时农牧 属性提升6% 。负责农业 工作时，额外获得15% 的产品。","农牧 属性提升6% 。","农牧 属性提升6% 。负责农业 工作时，额外获得15% 的产品。","北斗挂坠","天赋：天罡","20"
"农牧 属性提升8% 。马蓬瀛装备时农牧 属性提升8% 。负责农业 工作时，额外获得20% 的产品。","农牧 属性提升8% 。","农牧 属性提升8% 。负责农业 工作时，额外获得20% 的产品。","北斗挂坠","天赋：天罡","30"
"农牧 属性提升10% 。马蓬瀛装备时农牧 属性提升10% 。负责农业 工作时，额外获得25% 的产品。","农牧 属性提升10% 。","农牧 属性提升10% 。负责农业 工作时，额外获得25% 的产品。","北斗挂坠","天赋：天罡","40"
"理财 属性提升4% 。谈允贤装备时理财 属性提升4% 。负责理财 工作时，需要的本金减少20% 。","理财 属性提升4% 。","理财 属性提升4% 。负责理财 工作时，需要的本金减少20% 。","银凰灸针","天赋：腧穴","初始"
"理财 属性提升6% 。谈允贤装备时理财 属性提升6% 。负责理财 工作时，需要的本金减少30% 。","理财 属性提升6% 。","理财 属性提升6% 。负责理财 工作时，需要的本金减少30% 。","银凰灸针","天赋：腧穴","20"
"理财 属性提升8% 。谈允贤装备时理财 属性提升8% 。负责理财 工作时，需要的本金减少40% 。","理财 属性提升8% 。","理财 属性提升8% 。负责理财 工作时，需要的本金减少40% 。","银凰灸针","天赋：腧穴","30"
"理财 属性提升10% 。谈允贤装备时理财 属性提升10% 。负责理财 工作时，需要的本金减少50% 。","理财 属性提升10% 。","理财 属性提升10% 。负责理财 工作时，需要的本金减少50% 。","银凰灸针","天赋：腧穴","40"
"理财属性提升4%。李清照装备时理财属性提升4%。负责理财工作时，需要的铜钱减少40%。","理财属性提升4%。","理财属性提升4%。负责理财工作时，需要的铜钱减少40%。","父乙簋","天赋：钟情","初始"
"理财属性提升6%。李清照装备时理财属性提升6%。负责理财工作时，需要的铜钱减少60%。","理财属性提升6%。","理财属性提升6%。负责理财工作时，需要的铜钱减少60%。","父乙簋","天赋：钟情","20"
"理财属性提升8%。李清照装备时理财属性提升8%。负责理财工作时，需要的铜钱减少80%。","理财属性提升8%。","理财属性提升8%。负责理财工作时，需要的铜钱减少80%。","父乙簋","天赋：钟情","30"
"理财属性提升10%。李清照装备时理财属性提升10%。负责理财工作时，不需要花费铜钱。","理财属性提升10%。","理财属性提升10%。负责理财工作时，不需要花费铜钱。","父乙簋","天赋：钟情","40"
"制作属性提升4%。唐伯虎装备时制作属性提升4%。更容易吸引女性一同工作。","制作属性提升4%。","制作属性提升4%。更容易吸引女性一同工作。","桃花枝","天赋：花心","初始"
"制作属性提升6%。唐伯虎装备时制作属性提升6%。更容易吸引女性一同工作。","制作属性提升6%。","制作属性提升6%。更容易吸引女性一同工作。","桃花枝","天赋：花心","20"
"制作属性提升8%。唐伯虎装备时制作属性提升8%。更容易吸引女性一同工作。","制作属性提升8%。","制作属性提升8%。更容易吸引女性一同工作。","桃花枝","天赋：花心","30"
"制作属性提升10%。唐伯虎装备时制作属性提升10%。更容易吸引女性一同工作。","制作属性提升10%。","制作属性提升10%。更容易吸引女性一同工作。","桃花枝","天赋：花心","40"
"制作属性提升4%。黄道婆装备时制作属性提升4%。在丝织坊工作时，丝绸的产量增加50%。","制作属性提升4%。","制作属性提升4%。在丝织坊工作时，丝绸的产量增加50%。","黎锦","天赋：五色","初始"
"制作属性提升6%。黄道婆装备时制作属性提升6%。在丝织坊工作时，丝绸的产量增加70%。","制作属性提升6%。","制作属性提升6%。在丝织坊工作时，丝绸的产量增加70%。","黎锦","天赋：五色","20"
"制作属性提升8%。黄道婆装备时制作属性提升8%。在丝织坊工作时，丝绸的产量增加90%。","制作属性提升8%。","制作属性提升8%。在丝织坊工作时，丝绸的产量增加90%。","黎锦","天赋：五色","30"
"制作属性提升10%。黄道婆装备时制作属性提升10%。在丝织坊工作时，丝绸的产量增加120%。","制作属性提升10%。","制作属性提升10%。在丝织坊工作时，丝绸的产量增加120%。","黎锦","天赋：五色","40"
"探险属性提升4%。王昭君装备时探险属性提升4%。探险体力的恢复速度加快10%。","探险属性提升4%。","探险属性提升4%。探险体力的恢复速度加快10%。","浑不似","天赋：西风","初始"
"探险属性提升6%。王昭君装备时探险属性提升6%。探险体力的恢复速度加快15%。","探险属性提升6%。","探险属性提升6%。探险体力的恢复速度加快15%。","浑不似","天赋：西风","20"
"探险属性提升8%。王昭君装备时探险属性提升8%。探险体力的恢复速度加快20%。","探险属性提升8%。","探险属性提升8%。探险体力的恢复速度加快20%。","浑不似","天赋：西风","30"
"探险属性提升10%。王昭君装备时探险属性提升10%。探险体力的恢复速度加快30%。","探险属性提升10%。","探险属性提升10%。探险体力的恢复速度加快30%。","浑不似","天赋：西风","40"
"理财属性提升4%。沈周装备时理财属性提升4%。参与制作工作时，立即完成5%的进度。","理财属性提升4%。","理财属性提升4%。参与制作工作时，立即完成5%的进度。","龟壳","天赋：占卜","初始"
"理财属性提升6%。沈周装备时理财属性提升6%。参与制作工作时，立即完成10%的进度。","理财属性提升6%。","理财属性提升6%。参与制作工作时，立即完成10%的进度。","龟壳","天赋：占卜","20"
"理财属性提升8%。沈周装备时理财属性提升8%。参与制作工作时，立即完成15%的进度。","理财属性提升8%。","理财属性提升8%。参与制作工作时，立即完成15%的进度。","龟壳","天赋：占卜","30"
"理财属性提升10%。沈周装备时理财属性提升10%。参与制作工作时，立即完成20%的进度。","理财属性提升10%。","理财属性提升10%。参与制作工作时，立即完成20%的进度。","龟壳","天赋：占卜","40"
"农牧属性提升4%。白素贞装备时农牧属性提升4%。在造纸厂工作时，需要的原木减少30%。","农牧属性提升4%。","农牧属性提升4%。在造纸厂工作时，需要的原木减少30%。","孝头髻","天赋：化人","初始"
"农牧属性提升6%。白素贞装备时农牧属性提升6%。在造纸厂工作时，需要的原木减少40%。","农牧属性提升6%。","农牧属性提升6%。在造纸厂工作时，需要的原木减少40%。","孝头髻","天赋：化人","20"
"农牧属性提升8%。白素贞装备时农牧属性提升8%。在造纸厂工作时，需要的原木减少50%。","农牧属性提升8%。","农牧属性提升8%。在造纸厂工作时，需要的原木减少50%。","孝头髻","天赋：化人","30"
"农牧属性提升10%。白素贞装备时农牧属性提升10%。在造纸厂工作时，需要的原木减少60%。","农牧属性提升10%。","农牧属性提升10%。在造纸厂工作时，需要的原木减少60%。","孝头髻","天赋：化人","40"
"制作属性提升4%。常遇春装备时制作属性提升4%。外出探险时，采集岩石的体力消耗-1。","制作属性提升4%。","制作属性提升4%。外出探险时，采集岩石的体力消耗-1。","虎头湛金枪","天赋：神枪","初始"
"制作属性提升6%。常遇春装备时制作属性提升6%。外出探险时，采集岩石的体力消耗-2。","制作属性提升6%。","制作属性提升6%。外出探险时，采集岩石的体力消耗-2。","虎头湛金枪","天赋：神枪","20"
"制作属性提升8%。常遇春装备时制作属性提升8%。外出探险时，采集岩石的体力消耗-3。","制作属性提升8%。","制作属性提升8%。外出探险时，采集岩石的体力消耗-3。","虎头湛金枪","天赋：神枪","30"
"制作属性提升10%。常遇春装备时制作属性提升10%。外出探险时，采集岩石的体力消耗-5。","制作属性提升10%。","制作属性提升10%。外出探险时，采集岩石的体力消耗-5。","虎头湛金枪","天赋：神枪","40"
"农牧属性提升4%。李时珍装备时农牧属性提升4%。负责农牧工作时，需要的铜钱减少10%。","农牧属性提升4%。","农牧属性提升4%。负责农牧工作时，需要的铜钱减少10%。","湖神石","天赋：神启","初始"
"农牧属性提升6%。李时珍装备时农牧属性提升6%。负责农牧工作时，需要的铜钱减少20%。","农牧属性提升6%。","农牧属性提升6%。负责农牧工作时，需要的铜钱减少20%。","湖神石","天赋：神启","20"
"农牧属性提升8%。李时珍装备时农牧属性提升8%。负责农牧工作时，需要的铜钱减少30%。","农牧属性提升8%。","农牧属性提升8%。负责农牧工作时，需要的铜钱减少30%。","湖神石","天赋：神启","30"
"农牧属性提升10%。李时珍装备时农牧属性提升10%。负责农牧工作时，需要的铜钱减少40%。","农牧属性提升10%。","农牧属性提升10%。负责农牧工作时，需要的铜钱减少40%。","湖神石","天赋：神启","40"
"探险属性提升4%。李白装备时探险属性提升4%。探索新区域时，立即完成5%的进度。","探险属性提升4%。","探险属性提升4%。探索新区域时，立即完成5%的进度。","李花枝","天赋：醉白","初始"
"探险属性提升6%。李白装备时探险属性提升6%。探索新区域时，立即完成10%的进度。","探险属性提升6%。","探险属性提升6%。探索新区域时，立即完成10%的进度。","李花枝","天赋：醉白","20"
"探险属性提升8%。李白装备时探险属性提升8%。探索新区域时，立即完成15%的进度。","探险属性提升8%。","探险属性提升8%。探索新区域时，立即完成15%的进度。","李花枝","天赋：醉白","30"
"探险属性提升10%。李白装备时探险属性提升10%。探索新区域时，立即完成20%的进度。","探险属性提升10%。","探险属性提升10%。探索新区域时，立即完成20%的进度。","李花枝","天赋：醉白","40"
"建造属性提升4%。包拯装备时建造属性提升4%。参与建造工作时，立即完成5%的进度。","建造属性提升4%。","建造属性提升4%。参与建造工作时，立即完成5%的进度。","虎头铡","天赋：斩士","初始"
"建造属性提升6%。包拯装备时建造属性提升6%。参与建造工作时，立即完成10%的进度。","建造属性提升6%。","建造属性提升6%。参与建造工作时，立即完成10%的进度。","虎头铡","天赋：斩士","20"
"建造属性提升8%。包拯装备时建造属性提升8%。参与建造工作时，立即完成15%的进度。","建造属性提升8%。","建造属性提升8%。参与建造工作时，立即完成15%的进度。","虎头铡","天赋：斩士","30"
"建造属性提升10%。包拯装备时建造属性提升10%。参与建造工作时，立即完成20%的进度。","建造属性提升10%。","建造属性提升10%。参与建造工作时，立即完成20%的进度。","虎头铡","天赋：斩士","40"
"探险属性提升4%。玄奘装备时探险属性提升4%。参与任意工作时，所需本金减少5%。","探险属性提升4%。","探险属性提升4%。参与任意工作时，所需本金减少5%。","般若经","天赋：问佛","初始"
"探险属性提升6%。玄奘装备时探险属性提升6%。参与任意工作时，所需本金减少10%。","探险属性提升6%。","探险属性提升6%。参与任意工作时，所需本金减少10%。","般若经","天赋：问佛","20"
"探险属性提升8%。玄奘装备时探险属性提升8%。参与任意工作时，所需本金减少15%。","探险属性提升8%。","探险属性提升8%。参与任意工作时，所需本金减少15%。","般若经","天赋：问佛","30"
"探险属性提升10%。玄奘装备时探险属性提升10%。参与任意工作时，所需本金减少20%。","探险属性提升10%。","探险属性提升10%。参与任意工作时，所需本金减少20%。","般若经","天赋：问佛","40"
"制作属性提升4%。董其昌装备时制作属性提升4%。负责制作工作时，所需工人-1。","制作属性提升4%。","制作属性提升4%。负责制作工作时，所需工人-1。","节寰剑","天赋：奇缘","初始"
"制作属性提升6%。董其昌装备时制作属性提升6%。负责制作工作时，所需工人-1。","制作属性提升6%。","制作属性提升6%。负责制作工作时，所需工人-1。","节寰剑","天赋：奇缘","20"
"制作属性提升8%。董其昌装备时制作属性提升8%。负责制作工作时，所需工人-1。","制作属性提升8%。","制作属性提升8%。负责制作工作时，所需工人-1。","节寰剑","天赋：奇缘","30"
