"node_info","tianfu_property","zhuangbei_property","zhenbao_name","tianfu","zhenbao_lvl"
"制作属性提升10%。董其昌装备时制作属性提升10%。负责制作工作时，所需工人-1。","制作属性提升10%。","制作属性提升10%。负责制作工作时，所需工人-1。","节寰剑","天赋：奇缘","40"
"建造属性提升4%。刘伯温装备时建造属性提升4%。升级建筑时，需要的铜钱减少30%。","建造属性提升4%。","建造属性提升4%。升级建筑时，需要的铜钱减少30%。","斩仙剑","天赋：驯龙","初始"
"建造属性提升6%。刘伯温装备时建造属性提升6%。升级建筑时，需要的铜钱减少40%。","建造属性提升6%。","建造属性提升6%。升级建筑时，需要的铜钱减少40%。","斩仙剑","天赋：驯龙","20"
"建造属性提升8%。刘伯温装备时建造属性提升8%。升级建筑时，需要的铜钱减少50%。","建造属性提升8%。","建造属性提升8%。升级建筑时，需要的铜钱减少50%。","斩仙剑","天赋：驯龙","30"
"建造属性提升10%。刘伯温装备时建造属性提升10%。升级建筑时，需要的铜钱减少60%。","建造属性提升10%。","建造属性提升10%。升级建筑时，需要的铜钱减少60%。","斩仙剑","天赋：驯龙","40"
"建造属性提升4%。文徵明装备时建造属性提升4%。负责建造新建筑时，所需工人-1。","建造属性提升4%。","建造属性提升4%。负责建造新建筑时，所需工人-1。","银杯","天赋：为善","初始"
"建造属性提升6%。文徵明装备时建造属性提升6%。负责建造新建筑时，所需工人-1。","建造属性提升6%。","建造属性提升6%。负责建造新建筑时，所需工人-1。","银杯","天赋：为善","20"
"建造属性提升8%。文徵明装备时建造属性提升8%。负责建造新建筑时，所需工人-1。","建造属性提升8%。","建造属性提升8%。负责建造新建筑时，所需工人-1。","银杯","天赋：为善","30"
"建造属性提升10%。文徵明装备时建造属性提升10%。负责建造新建筑时，所需工人-1。","建造属性提升10%。","建造属性提升10%。负责建造新建筑时，所需工人-1。","银杯","天赋：为善","40"
"农牧属性提升4%。沈括装备时农牧属性提升4%。在草药田工作时，草药产量增加30%。","农牧属性提升4%。","农牧属性提升4%。在草药田工作时，草药产量增加30%。","透光镜","天赋：折光","初始"
"农牧属性提升6%。沈括装备时农牧属性提升6%。在草药田工作时，草药产量增加50%。","农牧属性提升6%。","农牧属性提升6%。在草药田工作时，草药产量增加50%。","透光镜","天赋：折光","20"
"农牧属性提升8%。沈括装备时农牧属性提升8%。在草药田工作时，草药产量增加70%。","农牧属性提升8%。","农牧属性提升8%。在草药田工作时，草药产量增加70%。","透光镜","天赋：折光","30"
"农牧属性提升10%。沈括装备时农牧属性提升10%。在草药田工作时，草药产量增加100%。","农牧属性提升10%。","农牧属性提升10%。在草药田工作时，草药产量增加100%。","透光镜","天赋：折光","40"
"制作属性提升4%。仇英装备时制作属性提升4%。负责制作工作时，立即完成10%的进度。","制作属性提升4%。","制作属性提升4%。负责制作工作时，立即完成10%的进度。","汉宫春晓图","天赋：春晓","初始"
"制作属性提升6%。仇英装备时制作属性提升6%。负责制作工作时，立即完成20%的进度。","制作属性提升6%。","制作属性提升6%。负责制作工作时，立即完成20%的进度。","汉宫春晓图","天赋：春晓","20"
"制作属性提升8%。仇英装备时制作属性提升8%。负责制作工作时，立即完成30%的进度。","制作属性提升8%。","制作属性提升8%。负责制作工作时，立即完成30%的进度。","汉宫春晓图","天赋：春晓","30"
"制作属性提升10%。仇英装备时制作属性提升10%。负责制作工作时，立即完成40%的进度。","制作属性提升10%。","制作属性提升10%。负责制作工作时，立即完成40%的进度。","汉宫春晓图","天赋：春晓","40"
"建造属性提升4%。张择端装备时建造属性提升4%。建造新建筑时额外获得30份随机资源。","建造属性提升4%。","建造属性提升4%。建造新建筑时额外获得30份随机资源。","清明上河图","天赋：集会","初始"
"建造属性提升6%。张择端装备时建造属性提升6%。建造新建筑时额外获得50份随机资源。","建造属性提升6%。","建造属性提升6%。建造新建筑时额外获得50份随机资源。","清明上河图","天赋：集会","20"
"建造属性提升8%。张择端装备时建造属性提升8%。建造新建筑时额外获得60份随机资源。","建造属性提升8%。","建造属性提升8%。建造新建筑时额外获得60份随机资源。","清明上河图","天赋：集会","30"
"建造属性提升10%。张择端装备时建造属性提升10%。建造新建筑时额外获得70份随机资源。","建造属性提升10%。","建造属性提升10%。建造新建筑时额外获得70份随机资源。","清明上河图","天赋：集会","40"
"制作属性提升4%。武则天装备时制作属性提升4%。参与任意工作时，所需工人-1。","制作属性提升4%。","制作属性提升4%。参与任意工作时，所需工人-1。","凤凰","天赋：权利","初始"
"制作属性提升6%。武则天装备时制作属性提升6%。参与任意工作时，所需工人-1。","制作属性提升6%。","制作属性提升6%。参与任意工作时，所需工人-1。","凤凰","天赋：权利","20"
"制作属性提升8%。武则天装备时制作属性提升8%。参与任意工作时，所需工人-1。","制作属性提升8%。","制作属性提升8%。参与任意工作时，所需工人-1。","凤凰","天赋：权利","30"
"制作属性提升10%。武则天装备时制作属性提升10%。参与任意工作时，所需工人-1。","制作属性提升10%。","制作属性提升10%。参与任意工作时，所需工人-1。","凤凰","天赋：权利","40"
"理财属性提升6%装备时","理财属性提升6%装备时","","蛇玲珑","天赋：兴旺","初始"
"理财属性提升8%装备时","理财属性提升8%装备时","","蛇玲珑","天赋：兴旺","20"
"理财属性提升10%装备时","理财属性提升10%装备时","","蛇玲珑","天赋：兴旺","30"
"理财属性提升12%装备时","理财属性提升12%装备时","","蛇玲珑","天赋：兴旺","40"
"建造属性提升6%装备时","建造属性提升6%装备时","","龙年鞭炮","天赋：迎新","初始"
"建造属性提升8%装备时","建造属性提升8%装备时","","龙年鞭炮","天赋：迎新","20"
"建造属性提升10%装备时","建造属性提升10%装备时","","龙年鞭炮","天赋：迎新","30"
"建造属性提升12%装备时","建造属性提升12%装备时","","龙年鞭炮","天赋：迎新","40"
"探险属性提升6%。装备时","探险属性提升6%。装备时","","八景宫灯","天赋：照见","初始"
"探险属性提升8%。装备时","探险属性提升8%。装备时","","八景宫灯","天赋：照见","20"
"探险属性提升12%。装备时","探险属性提升12%。装备时","","八景宫灯","天赋：照见","30"
"探险属性提升15%。装备时","探险属性提升15%。装备时","","八景宫灯","天赋：照见","40"
"负责农牧工作时，额外获得5%的产品。装备时","负责农牧工作时，额外获得5%的产品。装备时","","玉净瓶","天赋：甘露","初始"
"负责农牧工作时，额外获得8%的产品。装备时","负责农牧工作时，额外获得8%的产品。装备时","","玉净瓶","天赋：甘露","20"
"负责农牧工作时，额外获得12%的产品。装备时","负责农牧工作时，额外获得12%的产品。装备时","","玉净瓶","天赋：甘露","30"
"负责农牧工作时，额外获得15%的产品。装备时","负责农牧工作时，额外获得15%的产品。装备时","","玉净瓶","天赋：甘露","40"
"在晚上工作时，理财属性变为1.1倍。装备时","在晚上工作时，理财属性变为1.1倍。装备时","","夜明珠","天赋：凝光","初始"
"在晚上工作时，理财属性变为1.15倍。装备时","在晚上工作时，理财属性变为1.15倍。装备时","","夜明珠","天赋：凝光","20"
"在晚上工作时，理财属性变为1.2倍。装备时","在晚上工作时，理财属性变为1.2倍。装备时","","夜明珠","天赋：凝光","30"
"在晚上工作时，理财属性变为1.25倍。装备时","在晚上工作时，理财属性变为1.25倍。装备时","","夜明珠","天赋：凝光","40"
"制作属性提升5%。装备时","制作属性提升5%。装备时","","琉璃瓶","天赋：神水","初始"
"制作属性提升7%。装备时","制作属性提升7%。装备时","","琉璃瓶","天赋：神水","20"
"制作属性提升9%。装备时","制作属性提升9%。装备时","","琉璃瓶","天赋：神水","30"
"制作属性提升11%。装备时","制作属性提升11%。装备时","","琉璃瓶","天赋：神水","40"
"探险属性提升5%。装备时","探险属性提升5%。装备时","","风火轮","天赋：神行","初始"
"探险属性提升7%。装备时","探险属性提升7%。装备时","","风火轮","天赋：神行","20"
"探险属性提升9%。装备时","探险属性提升9%。装备时","","风火轮","天赋：神行","30"
"探险属性提升11%。装备时","探险属性提升11%。装备时","","风火轮","天赋：神行","40"
"建造属性提升5%。装备时","建造属性提升5%。装备时","","打神鞭","天赋：封神","初始"
"建造属性提升7%。装备时","建造属性提升7%。装备时","","打神鞭","天赋：封神","20"
"建造属性提升9%。装备时","建造属性提升9%。装备时","","打神鞭","天赋：封神","30"
"建造属性提升11%。装备时","建造属性提升11%。装备时","","打神鞭","天赋：封神","40"
"制作属性提升5%。装备时","制作属性提升5%。装备时","","缚龙索","天赋：擒龙","初始"
"制作属性提升7%。装备时","制作属性提升7%。装备时","","缚龙索","天赋：擒龙","20"
"制作属性提升9%。装备时","制作属性提升9%。装备时","","缚龙索","天赋：擒龙","30"
"制作属性提升11%。装备时","制作属性提升11%。装备时","","缚龙索","天赋：擒龙","40"
"理财属性提升5%。装备时","理财属性提升5%。装备时","","太极图","天赋：乾坤","初始"
"理财属性提升7%。装备时","理财属性提升7%。装备时","","太极图","天赋：乾坤","20"
"理财属性提升9%。装备时","理财属性提升9%。装备时","","太极图","天赋：乾坤","30"
"理财属性提升11%。装备时","理财属性提升11%。装备时","","太极图","天赋：乾坤","40"
"农牧属性提升5%。装备时","农牧属性提升5%。装备时","","哮天犬","天赋：威猛","初始"
"农牧属性提升7%。装备时","农牧属性提升7%。装备时","","哮天犬","天赋：威猛","20"
"农牧属性提升9%。装备时","农牧属性提升9%。装备时","","哮天犬","天赋：威猛","30"
"农牧属性提升11%。装备时","农牧属性提升11%。装备时","","哮天犬","天赋：威猛","40"
"农牧属性提升1%，制作属性提升1%。装备时","农牧属性提升1%，制作属性提升1%。装备时","","鸡缸杯","天赋：御酒","初始"
"农牧属性提升2%，制作属性提升1%。装备时请补充","农牧属性提升2%，制作属性提升1%。装备时请补充","","鸡缸杯","天赋：御酒","10"
"农牧属性提升2%，制作属性提升2%。装备时","农牧属性提升2%，制作属性提升2%。装备时","","鸡缸杯","天赋：御酒","20"
"农牧属性提升3%，制作属性提升2%。装备时","农牧属性提升3%，制作属性提升2%。装备时","","鸡缸杯","天赋：御酒","30"
"农牧属性提升3%，制作属性提升3%。装备时","农牧属性提升3%，制作属性提升3%。装备时","","鸡缸杯","天赋：御酒","40"
"理财属性提升1%，探险属性提升1%。装备时","理财属性提升1%，探险属性提升1%。装备时","","焦尾琴","天赋：幽音","初始"
"理财属性提升1%，探险属性提升2%。装备时请补充","理财属性提升1%，探险属性提升2%。装备时请补充","","焦尾琴","天赋：幽音","10"
"理财属性提升2%，探险属性提升2%。装备时","理财属性提升2%，探险属性提升2%。装备时","","焦尾琴","天赋：幽音","20"
"理财属性提升2%，探险属性提升3%。装备时","理财属性提升2%，探险属性提升3%。装备时","","焦尾琴","天赋：幽音","30"
"理财属性提升3%，探险属性提升3%。装备时","理财属性提升3%，探险属性提升3%。装备时","","焦尾琴","天赋：幽音","40"
"理财属性提升2%。装备时","理财属性提升2%。装备时","","青铜爵","天赋：佛光","初始"
"理财属性提升3%。装备时请补充","理财属性提升3%。装备时请补充","","青铜爵","天赋：佛光","10"
"理财属性提升4%。装备时","理财属性提升4%。装备时","","青铜爵","天赋：佛光","20"
"理财属性提升5%。装备时","理财属性提升5%。装备时","","青铜爵","天赋：佛光","30"
"理财属性提升6%。装备时","理财属性提升6%。装备时","","青铜爵","天赋：佛光","40"
"建造属性提升1%，探险属性提升1%。装备时","建造属性提升1%，探险属性提升1%。装备时","","玉玺","天赋：皇权","初始"
"建造属性提升2%，探险属性提升1%。装备时请补充","建造属性提升2%，探险属性提升1%。装备时请补充","","玉玺","天赋：皇权","10"
"建造属性提升2%，探险属性提升2%。装备时","建造属性提升2%，探险属性提升2%。装备时","","玉玺","天赋：皇权","20"
"建造属性提升3%，探险属性提升2%。装备时","建造属性提升3%，探险属性提升2%。装备时","","玉玺","天赋：皇权","30"
"建造属性提升3%，探险属性提升3%。装备时","建造属性提升3%，探险属性提升3%。装备时","","玉玺","天赋：皇权","40"
"制作属性提升1%，建造属性提升1%。装备时","制作属性提升1%，建造属性提升1%。装备时","","镇河铁犀","天赋：平川","初始"
"制作属性提升2%，建造属性提升1%。装备时请补充","制作属性提升2%，建造属性提升1%。装备时请补充","","镇河铁犀","天赋：平川","10"
"制作属性提升2%，建造属性提升2%。装备时","制作属性提升2%，建造属性提升2%。装备时","","镇河铁犀","天赋：平川","20"
"制作属性提升3%，建造属性提升2%。装备时","制作属性提升3%，建造属性提升2%。装备时","","镇河铁犀","天赋：平川","30"
"制作属性提升3%，建造属性提升3%。装备时","制作属性提升3%，建造属性提升3%。装备时","","镇河铁犀","天赋：平川","40"
"农牧属性提升1%，理财属性提升1%。装备时","农牧属性提升1%，理财属性提升1%。装备时","","澄泥砚","天赋：鸿运","初始"
"农牧属性提升1%，理财属性提升2%。装备时请补充","农牧属性提升1%，理财属性提升2%。装备时请补充","","澄泥砚","天赋：鸿运","10"
"农牧属性提升2%，理财属性提升2%。装备时","农牧属性提升2%，理财属性提升2%。装备时","","澄泥砚","天赋：鸿运","20"
"农牧属性提升2%，理财属性提升3%。装备时","农牧属性提升2%，理财属性提升3%。装备时","","澄泥砚","天赋：鸿运","30"
"农牧属性提升3%，理财属性提升3%。装备时","农牧属性提升3%，理财属性提升3%。装备时","","澄泥砚","天赋：鸿运","40"
"农牧属性提升0.5%，建造属性提升0.5%。装备时","农牧属性提升0.5%，建造属性提升0.5%。装备时","","條箒","天赋：无尘","初始"
"农牧属性提升1%，建造属性提升0.5%。装备时请补充","农牧属性提升1%，建造属性提升0.5%。装备时请补充","","條箒","天赋：无尘","10"
"农牧属性提升1%，建造属性提升1%。装备时","农牧属性提升1%，建造属性提升1%。装备时","","條箒","天赋：无尘","20"
"农牧属性提升1.5%，建造属性提升1%。装备时","农牧属性提升1.5%，建造属性提升1%。装备时","","條箒","天赋：无尘","30"
"农牧属性提升1.5%，建造属性提升1.5%。装备时","农牧属性提升1.5%，建造属性提升1.5%。装备时","","條箒","天赋：无尘","40"
"理财属性提升1%。装备时","理财属性提升1%。装备时","","团扇","天赋：风雅","初始"
"理财属性提升1.5%。装备时请补充","理财属性提升1.5%。装备时请补充","","团扇","天赋：风雅","10"
"理财属性提升2%。装备时","理财属性提升2%。装备时","","团扇","天赋：风雅","20"
"理财属性提升2.5%。装备时","理财属性提升2.5%。装备时","","团扇","天赋：风雅","30"
"理财属性提升3%。装备时","理财属性提升3%。装备时","","团扇","天赋：风雅","40"
"农牧属性提升0.5%，探险属性提升0.5%。装备时","农牧属性提升0.5%，探险属性提升0.5%。装备时","","折扇","天赋：清风","初始"
"农牧属性提升0.5%，探险属性提升1%。装备时请补充","农牧属性提升0.5%，探险属性提升1%。装备时请补充","","折扇","天赋：清风","10"
"农牧属性提升1%，探险属性提升1%。装备时","农牧属性提升1%，探险属性提升1%。装备时","","折扇","天赋：清风","20"
"农牧属性提升1%，探险属性提升1.5%。装备时","农牧属性提升1%，探险属性提升1.5%。装备时","","折扇","天赋：清风","30"
"农牧属性提升1.5%，探险属性提升1.5%。装备时","农牧属性提升1.5%，探险属性提升1.5%。装备时","","折扇","天赋：清风","40"
"制作属性提升0.5%，探险属性提升0.5%。装备时","制作属性提升0.5%，探险属性提升0.5%。装备时","","盘盏","天赋：一杯","初始"
"制作属性提升0.5%，探险属性提升1%。装备时请补充","制作属性提升0.5%，探险属性提升1%。装备时请补充","","盘盏","天赋：一杯","10"
"制作属性提升1%，探险属性提升1%。装备时","制作属性提升1%，探险属性提升1%。装备时","","盘盏","天赋：一杯","20"
"制作属性提升1%，探险属性提升1.5%。装备时","制作属性提升1%，探险属性提升1.5%。装备时","","盘盏","天赋：一杯","30"
"制作属性提升1.5%，探险属性提升1.5%。装备时","制作属性提升1.5%，探险属性提升1.5%。装备时","","盘盏","天赋：一杯","40"
"农牧属性提升0.5%，理财属性提升0.5%。装备时","农牧属性提升0.5%，理财属性提升0.5%。装备时","","纑刷","天赋：刷扫","初始"
"农牧属性提升1%，理财属性提升0.5%。装备时请补充","农牧属性提升1%，理财属性提升0.5%。装备时请补充","","纑刷","天赋：刷扫","10"
"农牧属性提升1%，理财属性提升1%。装备时","农牧属性提升1%，理财属性提升1%。装备时","","纑刷","天赋：刷扫","20"
"农牧属性提升1.5%，理财属性提升1%。装备时","农牧属性提升1.5%，理财属性提升1%。装备时","","纑刷","天赋：刷扫","30"
"农牧属性提升1.5%，理财属性提升1.5%。装备时","农牧属性提升1.5%，理财属性提升1.5%。装备时","","纑刷","天赋：刷扫","40"
"制作属性提升1%。装备时","制作属性提升1%。装备时","","剪刀","天赋：裁剪","初始"
"制作属性提升1.5%。装备时请补充","制作属性提升1.5%。装备时请补充","","剪刀","天赋：裁剪","10"
"制作属性提升2%。装备时","制作属性提升2%。装备时","","剪刀","天赋：裁剪","20"
"制作属性提升2.5%。装备时","制作属性提升2.5%。装备时","","剪刀","天赋：裁剪","30"
"制作属性提升3%。装备时","制作属性提升3%。装备时","","剪刀","天赋：裁剪","40"
"探险属性提升1%。装备时","探险属性提升1%。装备时","","唢呐","天赋：喧闹","初始"
"探险属性提升1.5%。装备时请补充","探险属性提升1.5%。装备时请补充","","唢呐","天赋：喧闹","10"
"探险属性提升2%。装备时","探险属性提升2%。装备时","","唢呐","天赋：喧闹","20"
"探险属性提升2.5%。装备时","探险属性提升2.5%。装备时","","唢呐","天赋：喧闹","30"
"探险属性提升3%。装备时","探险属性提升3%。装备时","","唢呐","天赋：喧闹","40"
"建造属性提升0.5%，探险属性提升0.5%。装备时","建造属性提升0.5%，探险属性提升0.5%。装备时","","天秤","天赋：平衡","初始"
"建造属性提升0.5%，探险属性提升1%。装备时请补充","建造属性提升0.5%，探险属性提升1%。装备时请补充","","天秤","天赋：平衡","10"
"建造属性提升1%，探险属性提升1%。装备时","建造属性提升1%，探险属性提升1%。装备时","","天秤","天赋：平衡","20"
"建造属性提升1%，探险属性提升1.5%。装备时","建造属性提升1%，探险属性提升1.5%。装备时","","天秤","天赋：平衡","30"
"建造属性提升1.5%，探险属性提升1.5%。装备时","建造属性提升1.5%，探险属性提升1.5%。装备时","","天秤","天赋：平衡","40"
"建造属性提升1%。装备时","建造属性提升1%。装备时","","苧刮刀","天赋：锋利","初始"
"建造属性提升1.5%。装备时请补充","建造属性提升1.5%。装备时请补充","","苧刮刀","天赋：锋利","10"
"建造属性提升2%。装备时","建造属性提升2%。装备时","","苧刮刀","天赋：锋利","20"
"建造属性提升2.5%。装备时","建造属性提升2.5%。装备时","","苧刮刀","天赋：锋利","30"
"建造属性提升3%。装备时","建造属性提升3%。装备时","","苧刮刀","天赋：锋利","40"
"理财属性提升0.5%，探险属性提升0.5%。装备时","理财属性提升0.5%，探险属性提升0.5%。装备时","","笔筒","天赋：肚容","初始"
"理财属性提升0.5%，探险属性提升1%。装备时请补充","理财属性提升0.5%，探险属性提升1%。装备时请补充","","笔筒","天赋：肚容","10"
"理财属性提升1%，探险属性提升1%。装备时","理财属性提升1%，探险属性提升1%。装备时","","笔筒","天赋：肚容","20"
"理财属性提升1%，探险属性提升1.5%。装备时","理财属性提升1%，探险属性提升1.5%。装备时","","笔筒","天赋：肚容","30"
"理财属性提升1.5%，探险属性提升1.5%。装备时","理财属性提升1.5%，探险属性提升1.5%。装备时","","笔筒","天赋：肚容","40"
"理财属性提升0.5%，制作属性提升0.5%。装备时","理财属性提升0.5%，制作属性提升0.5%。装备时","","笔架","天赋：支撑","初始"
"理财属性提升0.5%，制作属性提升1%。装备时请补充","理财属性提升0.5%，制作属性提升1%。装备时请补充","","笔架","天赋：支撑","10"
"理财属性提升1%，制作属性提升1%。装备时","理财属性提升1%，制作属性提升1%。装备时","","笔架","天赋：支撑","20"
"理财属性提升1%，制作属性提升1.5%。装备时","理财属性提升1%，制作属性提升1.5%。装备时","","笔架","天赋：支撑","30"
"理财属性提升1.5%，制作属性提升1.5%。装备时","理财属性提升1.5%，制作属性提升1.5%。装备时","","笔架","天赋：支撑","40"
"理财属性提升0.5%，建造属性提升0.5%。装备时","理财属性提升0.5%，建造属性提升0.5%。装备时","","绢伞","天赋：无雨","初始"
"理财属性提升0.5%，建造属性提升1%。装备时请补充","理财属性提升0.5%，建造属性提升1%。装备时请补充","","绢伞","天赋：无雨","10"
"理财属性提升1%，建造属性提升1%。装备时","理财属性提升1%，建造属性提升1%。装备时","","绢伞","天赋：无雨","20"
"理财属性提升1%，建造属性提升1.5%。装备时","理财属性提升1%，建造属性提升1.5%。装备时","","绢伞","天赋：无雨","30"
"理财属性提升1.5%，建造属性提升1.5%。装备时","理财属性提升1.5%，建造属性提升1.5%。装备时","","绢伞","天赋：无雨","40"
"农牧属性提升1%。装备时","农牧属性提升1%。装备时","","竹耙","天赋：翻晒","初始"
"农牧属性提升1.5%。装备时请补充","农牧属性提升1.5%。装备时请补充","","竹耙","天赋：翻晒","10"
"农牧属性提升2%。装备时","农牧属性提升2%。装备时","","竹耙","天赋：翻晒","20"
"农牧属性提升2.5%。装备时","农牧属性提升2.5%。装备时","","竹耙","天赋：翻晒","30"
"农牧属性提升3%。装备时","农牧属性提升3%。装备时","","竹耙","天赋：翻晒","40"
"制作属性提升0.5%，建造属性提升0.5%。装备时","制作属性提升0.5%，建造属性提升0.5%。装备时","","旗","天赋：领袖","初始"
"制作属性提升0.5%，建造属性提升1%。装备时请补充","制作属性提升0.5%，建造属性提升1%。装备时请补充","","旗","天赋：领袖","10"
"制作属性提升1%，建造属性提升1%。装备时","制作属性提升1%，建造属性提升1%。装备时","","旗","天赋：领袖","20"
"制作属性提升1%，建造属性提升1.5%。装备时","制作属性提升1%，建造属性提升1.5%。装备时","","旗","天赋：领袖","30"
"制作属性提升1.5%，建造属性提升1.5%。装备时","制作属性提升1.5%，建造属性提升1.5%。装备时","","旗","天赋：领袖","40"
